100	1.6285118949
150	1.5239829994
200	1.4192333168
250	1.3361621681
300	1.2675525749
350	1.2054562014
400	1.1832119004
450	1.1589529172
500	1.1459126787
550	1.1081718828
600	1.101934647
650	1.0997543743
700	1.1294364409
750	1.0915438538
800	1.1089860352
850	1.0797593421
900	1.0731495281
950	1.0709830546
1000	1.0952282387
