10	6.9
20	6.425
30	5.4
40	5.525
50	4.35
60	4.575
70	3.1
80	2.65
90	2.55
100	3.075
150	2.275
200	2.35
250	2.225
300	2.25
350	1.75
400	1.5
450	1.625
500	1.7
550	1.5
600	1.575
650	1.5
700	1.5
750	1.3
800	1.275
850	1.275
900	1.225
950	1.3
1000	1.35
