10	3.0583572169
20	2.5444844198
30	1.9267231742
40	2.0234973677
50	1.7281744822
60	1.5846291441
70	1.4585238937
80	1.3605097872
90	1.4375266785
100	1.39443462
150	1.2895705023
200	1.1720023579
250	1.1277516922
300	1.079943899
350	1.0610403073
400	1.0617720593
450	1.0446571945
500	1.0448198061
550	1.0440677277
600	1.0445149094
650	1.0227859422
700	1.0302254202
750	1.0236599793
800	1.0088013497
850	1.0238225908
900	1.0141268777
950	1.0178262902
1000	1.0139439397
